Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
323;Batman: Arkham Knight;PS4;2015;Action;Warner Bros. Interactive Entertainment;1.49;1.58;0.1;0.61;3.79
324;Mario & Sonic at the London 2012 Olympic Games;Wii;2011;Sports;Sega;1.14;1.91;0.27;0.46;3.78
325;LEGO Indiana Jones: The Original Adventures;X360;2008;Action;Activision;2.4;1.03;0;0.36;3.78
327;Ratchet & Clank: Size Matters;PSP;2007;Platform;Sony Computer Entertainment;1.4;1.4;0.1;0.87;3.77
328;Just Dance 2014;Wii;2013;Misc;Ubisoft;1.98;1.47;0;0.32;3.76
329;The Sims: Unleashed;PC;2002;Simulation;Electronic Arts;2.03;1.56;0;0.17;3.76
330;Super Paper Mario;Wii;2007;Platform;Nintendo;1.98;0.88;0.59;0.32;3.76
331;Harry Potter and the Sorcerer's Stone;PS;2001;Action;Electronic Arts;1.37;2;0.14;0.22;3.73
332;The Witcher 3: Wild Hunt;PS4;2015;Role-Playing;Namco Bandai Games;0.96;2;0.21;0.56;3.73
333;Resident Evil 3: Nemesis;PS;1999;Action;Eidos Interactive;1.3;0.77;1.54;0.11;3.72
334;Spyro: Year of the Dragon;PS;2000;Platform;Sony Computer Entertainment;1.93;1.58;0;0.19;3.71
335;FIFA Soccer 2005;PS2;2004;Sports;Electronic Arts;0.58;2.48;0.04;0.59;3.7
337;Battlefield 4;PS3;2013;Shooter;Electronic Arts;1.3;1.51;0.27;0.61;3.69
338;MySims;DS;2007;Simulation;Electronic Arts;1.59;1.61;0.08;0.41;3.69
340;Tony Hawk's Pro Skater 4;PS2;2002;Sports;Activision;2.13;1.18;0.01;0.35;3.67
341;Midnight Club 3: DUB Edition;PSP;2005;Racing;Take-Two Interactive;1.65;1.22;0;0.79;3.66
342;Banjo-Kazooie;N64;1998;Platform;Nintendo;1.87;1.13;0.55;0.1;3.65
343;SOCOM: U.S. Navy SEALs;PS2;2002;Shooter;Sony Computer Entertainment;2.53;0.81;0.06;0.24;3.65
345;Gran Turismo 6;PS3;2013;Racing;Sony Computer Entertainment;0.71;1.8;0.4;0.74;3.64
346;Jak and Daxter: The Precursor Legacy;PS2;2001;Platform;Sony Computer Entertainment;2.08;1.09;0.15;0.33;3.64
347;Pokemon Snap;N64;1999;Simulation;Nintendo;2.23;0.68;0.66;0.06;3.63
348;FIFA Soccer 10;PS3;2009;Sports;Electronic Arts;0.6;2.46;0.05;0.52;3.63
349;Pro Evolution Soccer 2008;PS2;2007;Sports;Konami Digital Entertainment;0.05;0;0.64;2.93;3.63
350;Call of Duty: Ghosts;PS4;2013;Shooter;Activision;1.78;1.42;0.05;0.38;3.63
351;Resident Evil 4;PS2;2005;Action;Capcom;2.08;0.83;0.46;0.25;3.62
352;Tom Clancy's The Division;PS4;2016;Shooter;Ubisoft;1.28;1.61;0.15;0.57;3.61
356;Cooking Mama 2: Dinner With Friends;DS;2007;Simulation;505 Games;1.61;1.5;0.1;0.39;3.61
357;Luigi's Mansion;GC;2001;Action;Nintendo;2.38;0.67;0.46;0.1;3.6
359;WWF SmackDown!;PS;2000;Fighting;THQ;2.01;1.35;0.06;0.16;3.58
360;Croc: Legend of the Gobbos;PS;1997;Platform;Fox Interactive;1.57;1.79;0;0.2;3.56
361;Grand Theft Auto: Liberty City Stories;PS2;2006;Action;Take-Two Interactive;1.56;1.4;0.07;0.5;3.54
362;The Getaway;PS2;2002;Action;Sony Computer Entertainment;1.23;1.77;0.05;0.49;3.54
363;Tomb Raider III: Adventures of Lara Croft;PS;1997;Action;Eidos Interactive;1.66;1.58;0.12;0.18;3.54
364;James Bond 007: Agent Under Fire;PS2;2001;Shooter;Electronic Arts;1.9;1.13;0.1;0.41;3.53
365;LEGO Star Wars: The Video Game;PS2;2005;Action;Eidos Interactive;1.98;1.14;0.01;0.41;3.53
366;Battlefield 4;X360;2013;Shooter;Electronic Arts;2.14;1.08;0.02;0.29;3.53
367;FIFA Soccer 11;X360;2010;Sports;Electronic Arts;0.71;2.4;0.02;0.4;3.53
370;Left 4 Dead;X360;2008;Shooter;Electronic Arts;2.66;0.5;0.05;0.3;3.52
371;Mario & Sonic at the Olympic Winter Games;DS;2009;Sports;Sega;1.22;1.66;0.27;0.38;3.52
372;Resident Evil 5;X360;2009;Action;Capcom;2.11;0.94;0.12;0.34;3.51
374;Assassin's Creed: Brotherhood;X360;2010;Action;Ubisoft;2.84;0.39;0.03;0.24;3.5
376;Batman: Arkham Asylum;X360;2009;Action;Eidos Interactive;2.2;0.97;0.02;0.31;3.5
377;Clubhouse Games;DS;2006;Misc;Nintendo;0.59;1.83;0.73;0.35;3.5
378;FIFA Soccer 2004;PS2;N/A;Sports;Electronic Arts;0.59;2.36;0.04;0.51;3.49
380;Battlefield: Bad Company 2;X360;2010;Shooter;Electronic Arts;2.09;1.02;0.04;0.32;3.48
383;Far Cry 3;PS3;2012;Shooter;Ubisoft;0.88;1.75;0.1;0.72;3.45
385;Borderlands;X360;2009;Shooter;Take-Two Interactive;2.39;0.73;0.03;0.29;3.44
386;Tekken 4;PS2;2002;Fighting;Namco Bandai Games;1.55;1.27;0.33;0.29;3.44
387;Battlefield 4;PS4;2013;Shooter;Electronic Arts;1.34;1.54;0.17;0.38;3.43
388;LittleBigPlanet 2;PS3;2011;Platform;Sony Computer Entertainment;1.82;1.07;0.06;0.47;3.42
390;Final Fantasy III;SNES;1994;Role-Playing;SquareSoft;0.86;0;2.55;0.02;3.42
391;Spider-Man 2;PS2;2004;Action;Activision;1.75;1.2;0.02;0.43;3.41
392;F-1 Race;GB;1990;Racing;Nintendo;1.73;0.69;0.59;0.4;3.41
393;FIFA Soccer 2003;PS2;2002;Sports;Electronic Arts;0.46;2.28;0.05;0.61;3.4
394;Crash Bash;PS;2000;Misc;Sony Computer Entertainment;1.56;1.47;0.19;0.17;3.39
395;LEGO Batman: The Videogame;X360;2008;Action;Warner Bros. Interactive Entertainment;2.03;1.03;0;0.32;3.38
396;Metal Gear Solid V: The Phantom Pain;PS4;2015;Action;Konami Digital Entertainment;1.08;1.35;0.48;0.47;3.38
397;The Legend of Zelda: Spirit Tracks;DS;2009;Action;Nintendo;1.43;0.94;0.74;0.27;3.38
399;The Legend of Zelda: Majora's Mask;N64;2000;Action;Nintendo;1.9;0.67;0.73;0.06;3.36
400;Professor Layton and the Unwound Future;DS;2008;Puzzle;Nintendo;0.65;1.61;0.82;0.28;3.36
402;Assassin's Creed IV: Black Flag;X360;2013;Action;Ubisoft;1.9;1.14;0.01;0.29;3.34
404;James Bond 007: Nightfire;PS2;2002;Shooter;Electronic Arts;1.45;1.29;0.12;0.46;3.33
405;Ratchet & Clank;PS2;2002;Platform;Sony Computer Entertainment;1.44;1.01;0.57;0.3;3.33
406;Mario Party 9;Wii;2012;Misc;Nintendo;1.15;1.17;0.76;0.24;3.32
408;Max Payne;PS2;2001;Shooter;Take-Two Interactive;1.99;1.05;0.05;0.22;3.31
409;The Lord of the Rings: The Return of the King;PS2;2003;Action;Electronic Arts;1.5;1.28;0.05;0.46;3.28
410;Assassin's Creed Syndicate;PS4;2015;Action;Ubisoft;0.8;1.92;0.06;0.5;3.28
411;Destiny;XOne;2014;Shooter;Activision;2.13;0.92;0;0.23;3.28
413;Wii Music;Wii;2008;Misc;Nintendo;1.36;1.13;0.46;0.32;3.27
416;Tekken;PS;1995;Fighting;Sony Computer Entertainment;0.95;1.3;0.77;0.22;3.24
417;FIFA 16;XOne;2015;Sports;Electronic Arts;0.88;2.11;0;0.23;3.23
418;L.A. Noire;PS3;2011;Adventure;Take-Two Interactive;1.27;1.33;0.12;0.51;3.23
419;Madden NFL 16;PS4;2015;Sports;Electronic Arts;2.33;0.3;0;0.59;3.22
421;007: Tomorrow Never Dies;PS;1999;Shooter;Electronic Arts;1.72;1.33;0;0.16;3.21
422;Baseball;NES;1983;Sports;Nintendo;0.73;0.1;2.35;0.02;3.2
423;Killer Instinct;SNES;1995;Fighting;Nintendo;2.26;0.72;0.12;0.1;3.2
424;WWF SmackDown! 2: Know Your Role;PS;2000;Fighting;THQ;1.76;1.21;0.07;0.16;3.2
425;Crisis Core: Final Fantasy VII;PSP;2007;Role-Playing;Square Enix;1.35;0.6;0.8;0.44;3.19
426;God of War: Chains of Olympus;PSP;2008;Action;Sony Computer Entertainment;1.48;1.01;0.04;0.66;3.19
428;Dance Central;X360;2010;Misc;MTV Games;2.15;0.77;0.01;0.26;3.19
429;Enter the Matrix;PS2;2003;Action;Atari;1.78;1.12;0.09;0.19;3.18
430;Super Mario Maker;WiiU;2015;Platform;Nintendo;1.18;0.87;0.93;0.2;3.18
431;Fallout: New Vegas;PS3;2010;Role-Playing;Bethesda Softworks;1.52;1.08;0.1;0.47;3.17
432;LEGO Batman: The Videogame;Wii;N/A;Action;Warner Bros. Interactive Entertainment;1.86;1.02;0;0.29;3.17
433;Rhythm Heaven;DS;2008;Misc;Nintendo;0.58;0.51;1.93;0.14;3.17
435;Club Penguin: Elite Penguin Force;DS;2008;Adventure;Disney Interactive Studios;1.88;0.98;0;0.3;3.16
436;Animal Crossing;GC;2001;Simulation;Nintendo;1.92;0.16;0.99;0.09;3.15
437;LEGO Batman: The Videogame;DS;2008;Action;Warner Bros. Interactive Entertainment;1.79;1.06;0;0.29;3.15
438;Sonic Rush;DS;2005;Platform;Sega;1.22;1.57;0.06;0.29;3.15
439;Resident Evil 6;PS3;2012;Shooter;Capcom;0.88;0.97;0.88;0.42;3.15
440;Halo: The Master Chief Collection;XOne;2014;Shooter;Microsoft Game Studios;1.89;0.99;0.03;0.24;3.15
441;FIFA Soccer 08;PS2;2007;Sports;Electronic Arts;0.68;0;0;2.46;3.14
443;Need for Speed III: Hot Pursuit;PS;1998;Racing;Electronic Arts;2.14;0.86;0;0.13;3.12
445;Personal Trainer: Cooking;DS;2006;Misc;Nintendo;0.91;1;1.03;0.17;3.12
446;The Elder Scrolls IV: Oblivion;PS3;2007;Role-Playing;Ubisoft;1.69;0.87;0.14;0.42;3.12
448;Heavy Rain;PS3;2010;Adventure;Sony Computer Entertainment;1.29;1.27;0.06;0.5;3.12
449;Mass Effect 2;X360;2010;Role-Playing;Electronic Arts;1.99;0.82;0.03;0.27;3.11
450;FIFA 15;X360;2014;Sports;Electronic Arts;0.78;2.02;0;0.3;3.11
452;Madden NFL 2002;PS2;2001;Sports;Electronic Arts;2.5;0.16;0.01;0.42;3.08
454;Borderlands 2;X360;2012;Shooter;Take-Two Interactive;1.89;0.91;0.04;0.24;3.07
455;The Legend of Zelda: A Link Between Worlds;3DS;2013;Action;Nintendo;1.4;0.99;0.46;0.22;3.07
456;Donkey Kong;GB;1994;Platform;Nintendo;1.57;0.62;0.55;0.34;3.07
457;The Sims: Vacation;PC;2002;Simulation;Electronic Arts;1.72;1.21;0;0.14;3.07
458;Mass Effect 3;X360;2012;Role-Playing;Electronic Arts;1.94;0.86;0.03;0.24;3.07
459;Kung Fu Panda;X360;2008;Action;Activision;1.91;0.84;0;0.29;3.05
460;Far Cry 3;X360;2012;Shooter;Ubisoft;1.38;1.35;0.02;0.28;3.04
462;Saints Row 2;X360;2008;Action;THQ;1.94;0.8;0.02;0.27;3.03
463;Rayman;PS;1995;Platform;Ubisoft;1.54;1.33;0;0.16;3.03
464;Killzone 2;PS3;2009;Shooter;Sony Computer Entertainment;1.4;1.07;0.08;0.47;3.02
465;Tom Clancy's Splinter Cell;XB;2002;Action;Ubisoft;1.85;1.04;0;0.13;3.02
467;WWE SmackDown! Shut Your Mouth;PS2;2002;Sports;THQ;1.45;1.13;0.07;0.38;3.02
468;Gears of War: Ultimate Edition;XOne;2015;Shooter;Microsoft Game Studios;2.38;0.32;0;0.31;3
469;NBA 2K13;X360;2012;Sports;Take-Two Interactive;2.6;0.21;0.01;0.19;3
470;Dragon Ball Z: Budokai Tenkaichi 3;PS2;2007;Fighting;Atari;1.15;0;0.76;1.09;3
471;wwe Smackdown vs. Raw 2006;PS2;N/A;Fighting;N/A;1.57;1.02;0;0.41;3
472;Middle-Earth: Shadow of Mordor;PS4;2014;Action;Warner Bros. Interactive Entertainment;1.01;1.41;0.05;0.53;2.99
475;World Soccer Winning Eleven 6 International;PS2;2002;Sports;Konami Digital Entertainment;0.12;1.26;1.16;0.45;2.99
476;Devil May Cry;PS2;2001;Action;Capcom;1.36;0.86;0.64;0.13;2.99
477;Animal Crossing: Happy Home Designer;3DS;2015;Simulation;Nintendo;0.47;1;1.39;0.12;2.98
478;Battlefield: Bad Company 2;PS3;2010;Shooter;Electronic Arts;1.33;1.12;0.08;0.45;2.97
479;The Sims 4;PC;2014;Simulation;Electronic Arts;0.96;1.72;0;0.29;2.97
480;Star Wars: The Old Republic;PC;2011;Role-Playing;Electronic Arts;1.58;1.01;0;0.38;2.97
481;Sonic Heroes;PS2;2003;Platform;Sega;1.04;1.37;0.06;0.49;2.96
482;Kirby Super Star Ultra;DS;2008;Platform;Nintendo;1.57;0.04;1.19;0.15;2.96
483;Hitman 2: Silent Assassin;PS2;2002;Action;Eidos Interactive;1.36;1.15;0.04;0.41;2.96
484;Street Fighter IV;X360;2009;Fighting;Capcom;1.82;0.71;0.15;0.26;2.95
485;Wave Race 64;N64;1996;Racing;Nintendo;1.98;0.58;0.34;0.04;2.94
486;SOCOM II: U.S. Navy SEALs;PS2;2003;Shooter;Sony Computer Entertainment;2.22;0.51;0.06;0.15;2.94
489;Pac-Man Collection;GBA;2001;Puzzle;Atari;2.07;0.77;0.05;0.05;2.94
490;Mass Effect;X360;2007;Role-Playing;Microsoft Game Studios;1.83;0.8;0.03;0.27;2.93
492;Cooking Mama: Cook Off;Wii;2007;Simulation;505 Games;1.43;1.13;0.05;0.3;2.91
494;FIFA 14;PS4;2013;Sports;Electronic Arts;0.61;1.85;0.11;0.33;2.9
495;Titanfall;XOne;2014;Shooter;Electronic Arts;1.84;0.8;0.04;0.22;2.9
496;Sonic Mega Collection Plus;PS2;2004;Misc;Sega;1.54;1.14;0;0.22;2.9
497;Sega Superstars Tennis;X360;2008;Sports;Sega;1.75;0.86;0;0.28;2.9
498;World Soccer Winning Eleven 7 International;PS2;2003;Sports;Konami Digital Entertainment;0.08;1.24;1.13;0.45;2.9
500;Hot Shots Golf 3;PS2;2001;Sports;Sony Computer Entertainment;0.99;0.32;1.38;0.2;2.89
501;Call of Duty: Finest Hour;PS2;2004;Shooter;Activision;1.51;1.12;0.01;0.24;2.89
503;Syphon Filter;PS;1999;Shooter;Sony Computer Entertainment;2.03;0.72;0.02;0.11;2.88
504;Imagine: Babyz;DS;2007;Simulation;Ubisoft;1.3;1.27;0;0.31;2.88
506;Call of Duty: Ghosts;XOne;2013;Shooter;Activision;1.87;0.77;0;0.22;2.86
507;Madden NFL 13;X360;2012;Sports;Electronic Arts;2.53;0.16;0;0.17;2.86
508;The Elder Scrolls III: Morrowind;XB;2002;Role-Playing;Ubisoft;2.09;0.63;0.03;0.11;2.86
509;Mortal Kombat;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;1.98;0.55;0;0.32;2.85
510;F-Zero;SNES;1990;Racing;Nintendo;1.37;0.51;0.89;0.07;2.85
511;Yoshi's Story;N64;1997;Platform;Nintendo;1.29;0.53;0.98;0.05;2.85
512;Command & Conquer: Red Alert;PC;1996;Strategy;Virgin Interactive;1.37;1.34;0;0.14;2.85
514;FIFA 16;PS3;2015;Sports;Electronic Arts;0.4;1.98;0.05;0.42;2.85
515;Assassin's Creed: Brotherhood;PS3;2010;Action;Ubisoft;1.87;0.57;0.11;0.3;2.84
516;BioShock;X360;2007;Shooter;Take-Two Interactive;1.65;0.86;0.05;0.28;2.83
517;Madden NFL 10;X360;2009;Sports;Electronic Arts;2.52;0.09;0;0.22;2.83
518;Medal of Honor;PS3;2010;Shooter;Electronic Arts;1.28;1.05;0.07;0.43;2.83
519;WWE SmackDown! vs. Raw;PS2;2002;Fighting;THQ;1.32;1.08;0.04;0.39;2.83
520;Metroid Prime;GC;2002;Shooter;Nintendo;1.96;0.67;0.1;0.09;2.82
521;Finding Nemo;GBA;2003;Action;THQ;1.59;1.05;0.04;0.14;2.82
522;Myst;PC;1994;Adventure;Red Orb;0.02;2.79;0;0;2.81
523;Need for Speed: Hot Pursuit;PS3;2010;Racing;Electronic Arts;1.05;1.25;0.03;0.48;2.81
524;Imagine: Fashion Designer;DS;2007;Simulation;Ubisoft;1.32;1.19;0;0.3;2.81
525;WWE SmackDown! Here Comes the Pain;PS2;2003;Fighting;THQ;1.32;1.06;0.04;0.38;2.8
526;Star Wars: The Force Unleashed;X360;2008;Action;LucasArts;1.74;0.8;0;0.26;2.8
527;Yoshi's Island DS;DS;2006;Platform;Nintendo;1.47;0.07;1.1;0.15;2.8
528;Hot Shots Golf;PS;1997;Sports;Sony Computer Entertainment;0.29;0.2;2.13;0.18;2.79
529;Killzone 3;PS3;2011;Shooter;Sony Computer Entertainment;1.45;0.88;0.09;0.38;2.79
530;A Bug's Life;PS;1998;Platform;Sony Computer Entertainment;1.96;0.72;0;0.11;2.79
531;WWF SmackDown! Just Bring It;PS2;2001;Fighting;THQ;1.19;1.15;0.04;0.41;2.79
533;Mortal Kombat Trilogy;PS;1996;Fighting;GT Interactive;1.98;0.7;0;0.11;2.79
534;Battlefield 3;PC;2011;Shooter;Electronic Arts;0.89;1.43;0;0.48;2.79
535;NBA Street;PS2;2001;Sports;Electronic Arts;2.19;0.22;0;0.38;2.79
536;Professor Layton and the Last Specter;DS;2009;Puzzle;Nintendo;0.3;1.47;0.68;0.34;2.79
537;Monster Hunter Tri;3DS;2011;Role-Playing;Nintendo;0.46;0.29;1.96;0.07;2.79
538;Jak II;PS2;2003;Platform;Sony Computer Entertainment;1.68;0.74;0;0.36;2.78
540;Ratchet & Clank: Going Commando;PS2;2003;Platform;Sony Computer Entertainment;1.44;0.83;0.26;0.25;2.78
541;Tekken 6;PS3;2009;Fighting;Namco Bandai Games;1.2;0.98;0.17;0.43;2.78
542;The Sims;PS2;2003;Simulation;Electronic Arts;1.41;1.12;0;0.24;2.77
543;Sonic and the Secret Rings;Wii;2007;Platform;Sega;1.24;1.2;0.04;0.3;2.77
544;Saints Row: The Third;X360;2011;Action;THQ;1.25;1.15;0.07;0.3;2.77
547;Assassin's Creed IV: Black Flag;PS4;2013;Action;Ubisoft;1.07;1.31;0.06;0.31;2.74
549;Metroid;NES;1986;Action;Nintendo;1.33;0.31;1.04;0.05;2.73
550;L.A. Noire;X360;2011;Adventure;Take-Two Interactive;1.52;0.94;0.02;0.24;2.72
551;Call of Duty 3;X360;2006;Shooter;Activision;1.49;0.93;0.02;0.27;2.71
552;The Legend of Zelda: A Link to the Past;GBA;2002;Action;Nintendo;1.75;0.52;0.33;0.1;2.7
553;Onimusha: Warlords;PS2;2001;Action;Virgin Interactive;0.99;0.48;1.09;0.14;2.7
554;Mortal Kombat X;PS4;2015;Fighting;Warner Bros. Interactive Entertainment;1.47;0.76;0;0.47;2.7
555;Mario Party;N64;1998;Misc;Nintendo;1.25;0.53;0.87;0.05;2.7
556;Madden NFL 12;X360;2011;Sports;Electronic Arts;2.42;0.11;0;0.16;2.69
557;LEGO Star Wars II: The Original Trilogy;PS2;2006;Action;LucasArts;1.85;0.64;0.01;0.19;2.69
558;Madden NFL 11;X360;2010;Sports;Electronic Arts;2.38;0.12;0;0.18;2.69
560;Skate 3;X360;2010;Sports;Electronic Arts;1.46;0.98;0;0.24;2.68
561;Burnout 3: Takedown;PS2;2004;Racing;Electronic Arts;1.23;1.11;0;0.34;2.68
564;Final Fantasy XIII-2;PS3;2011;Role-Playing;Square Enix;0.78;0.75;0.89;0.26;2.68
565;Mortal Kombat;GEN;1992;Fighting;Arena Entertainment;1.95;0.63;0;0.09;2.67
566;Call Of Duty 2: Big Red One;PS2;2005;Shooter;Activision;1.48;0.92;0.01;0.26;2.67
568;Medal of Honor;PS;1998;Shooter;Electronic Arts;1.44;1.09;0;0.14;2.67
569;Fable;XB;2004;Role-Playing;Microsoft Game Studios;1.99;0.58;0;0.09;2.66
570;Hannah Montana;DS;2006;Action;Disney Interactive Studios;1.59;0.8;0;0.26;2.65
571;Tom Clancy's Splinter Cell;PS2;2003;Action;Ubisoft;1.15;1.11;0;0.4;2.65
572;Skylanders Giants;Wii;2012;Action;Activision;1.56;0.88;0;0.22;2.65
573;Medal of Honor Heroes;PSP;2006;Shooter;Electronic Arts;0.86;1.11;0.01;0.66;2.65
574;Super Mario Bros.: The Lost Levels;NES;1986;Platform;Nintendo;0;0;2.65;0;2.65
575;Star Wars: Shadows of the Empire;N64;1996;Action;Nintendo;2;0.5;0.12;0.03;2.65
576;LEGO Star Wars: The Complete Saga;X360;2007;Action;LucasArts;1.53;0.87;0;0.24;2.64
577;Midnight Club: Street Racing;PS2;2000;Racing;Take-Two Interactive;2;0.47;0.02;0.14;2.63
578;Pac-Man: Adventures in Time;PSP;2006;Fighting;Sony Computer Entertainment;0.76;1.1;0.12;0.65;2.63
579;Halo Wars;X360;2009;Strategy;Microsoft Game Studios;1.53;0.82;0.04;0.24;2.63
580;God of War Collection;PS3;2009;Action;Sony Computer Entertainment;1.7;0.46;0.06;0.41;2.63
581;ESPN NFL 2K5;PS2;2004;Sports;Sega;2.15;0.12;0;0.36;2.62
582;Mario Strikers Charged;Wii;2007;Sports;Nintendo;1.07;1.06;0.24;0.25;2.62
583;Medal of Honor;X360;2010;Shooter;Electronic Arts;1.55;0.81;0.04;0.21;2.62
584;FIFA Soccer 10;X360;2009;Sports;Electronic Arts;0.59;1.79;0.01;0.23;2.62
585;NBA 2K12;X360;2011;Sports;Take-Two Interactive;2.31;0.14;0.01;0.16;2.62
587;Harry Potter and the Chamber of Secrets;PS2;2002;Action;Electronic Arts;0.9;1.22;0.04;0.44;2.61
589;Streets of Rage;GEN;1990;Action;Sega;1.86;0.55;0.11;0.08;2.6
590;FIFA Soccer 09;PS3;2008;Sports;Electronic Arts;0.48;1.63;0.04;0.43;2.59
591;Ratchet & Clank Future: Tools of Destruction;PS3;2007;Platform;Sony Computer Entertainment;0.93;1.12;0.08;0.45;2.59
592;NBA Live 2005;PS2;2004;Sports;Electronic Arts;2.03;0.21;0;0.35;2.59
593;LittleBigPlanet;PSP;2009;Platform;Sony Computer Entertainment;0.64;1.24;0.01;0.69;2.58
594;Killzone: Shadow Fall;PS4;2013;Shooter;Sony Computer Entertainment;0.89;1.33;0.07;0.28;2.58
596;Monster Hunter Freedom 2;PSP;2007;Role-Playing;Capcom;0.37;0.27;1.75;0.18;2.58
597;WWE SmackDown vs. RAW 2007;PS2;2006;Fighting;THQ;1.4;0.88;0.03;0.26;2.58
598;Ratchet & Clank: Up Your Arsenal;PS2;2004;Platform;Sony Computer Entertainment;1.31;0.74;0.31;0.22;2.57
599;Art Academy;DS;2010;Misc;Nintendo;0.28;1.68;0.33;0.28;2.57
600;Dragon Age: Origins;X360;2009;Role-Playing;Electronic Arts;1.76;0.56;0.03;0.22;2.57
601;Madden NFL 08;PS2;2007;Sports;Electronic Arts;2.14;0.08;0;0.35;2.57
604;Madden NFL 13;PS3;2012;Sports;Electronic Arts;2.11;0.23;0;0.22;2.56
606;Deca Sports;Wii;2008;Sports;Konami Digital Entertainment;1.13;0.87;0.29;0.25;2.54
607;Madden NFL 09;X360;2008;Sports;Electronic Arts;2.21;0.12;0;0.2;2.54
608;Space Invaders;2600;N/A;Shooter;Atari;2.36;0.14;0;0.03;2.53
609;Crazy Taxi;PS2;2001;Racing;Acclaim Entertainment;1.13;1.12;0.06;0.22;2.52
610;Perfect Dark;N64;2000;Action;Nintendo;1.55;0.75;0.16;0.06;2.52
611;Game Party;Wii;2007;Misc;Midway Games;1.5;0.78;0;0.24;2.52
614;Marvel: Ultimate Alliance;X360;2006;Role-Playing;Activision;2.29;0.02;0;0.19;2.5
616;Mario Party 2;N64;1999;Misc;Nintendo;1.28;0.14;1.08;0.01;2.5
617;Saints Row: The Third;PS3;2011;Action;THQ;0.86;1.06;0.18;0.39;2.49
619;LEGO Harry Potter: Years 1-4;Wii;2010;Action;Warner Bros. Interactive Entertainment;1.29;0.97;0;0.23;2.49
620;Mortal Kombat: Deadly Alliance;PS2;2002;Fighting;Midway Games;1.81;0.52;0;0.15;2.49
621;Resistance 2;PS3;2008;Shooter;Sony Computer Entertainment;1.15;0.85;0.1;0.39;2.48
622;Pure;X360;2008;Racing;Disney Interactive Studios;1.38;0.85;0;0.25;2.48
623;Tomb Raider: The Last Revelation;PS;1998;Action;Eidos Interactive;1.15;1.14;0.06;0.13;2.48
624;NBA 2K13;PS3;2012;Sports;Take-Two Interactive;1.72;0.44;0.05;0.27;2.48
626;NBA 2K14;X360;2013;Sports;Take-Two Interactive;2.1;0.2;0;0.17;2.47
627;Mario Party 4;GC;2002;Misc;Nintendo;1.13;0.36;0.92;0.07;2.47
629;Midnight Club: Los Angeles;PS3;2008;Racing;Take-Two Interactive;1.55;0.54;0.05;0.31;2.45
631;Final Fantasy Tactics;PS;1997;Role-Playing;SquareSoft;0.93;0.12;1.34;0.06;2.45
632;Twisted Metal 2;PS;1996;Racing;Sony Computer Entertainment;2.12;0.25;0;0.07;2.44
633;Halo: Combat Evolved Anniversary;X360;2011;Shooter;Microsoft Game Studios;1.44;0.73;0.04;0.22;2.44
634;Need for Speed Carbon: Own the City;PSP;2006;Racing;Electronic Arts;0.87;0.98;0;0.59;2.44
635;The Sims: Bustin' Out;PS2;2003;Simulation;Electronic Arts;1.07;1.19;0;0.18;2.43
636;Riven: The Sequel to Myst;PC;1997;Adventure;Red Orb;1.52;0.82;0;0.1;2.43
637;Tom Clancy's Rainbow Six: Vegas 2;X360;2008;Shooter;Ubisoft;1.56;0.61;0.02;0.23;2.42
638;Sonic Adventure;DC;1998;Platform;Sega;1.26;0.61;0.46;0.08;2.42
639;Ice Hockey;NES;1988;Sports;Nintendo;1.27;0.32;0.78;0.05;2.42
640;pro evolution soccer 2011;PS3;2010;Sports;Konami Digital Entertainment;0.29;1.18;0.54;0.41;2.42
642;ATV Offroad Fury;PS2;2001;Racing;Sony Computer Entertainment;2.07;0.26;0;0.08;2.41
643;Dino Crisis;PS;1998;Action;Capcom;0.81;0.76;0.7;0.14;2.41
644;Minecraft;XOne;2014;Misc;Microsoft Game Studios;1.43;0.76;0;0.22;2.41
646;Madden NFL 16;XOne;2015;Sports;Electronic Arts;2.07;0.08;0;0.26;2.4
647;Tetris Plus;PS;1996;Puzzle;JVC;2.1;0.24;0;0.07;2.4
649;Theme Hospital;PC;1997;Strategy;Electronic Arts;2.3;0.1;0;0;2.4
653;LEGO Indiana Jones: The Original Adventures;Wii;N/A;Action;LucasArts;1.54;0.63;0;0.22;2.39
655;Monopoly;PC;1994;Misc;Hasbro Interactive;1.49;0.81;0;0.1;2.39
656;Batman: Arkham Origins;PS3;2013;Action;Warner Bros. Interactive Entertainment;1.07;0.87;0.04;0.4;2.39
657;Dead Island;X360;2011;Action;Deep Silver;1.48;0.71;0;0.2;2.39
659;LEGO Star Wars: The Complete Saga;PS3;2007;Action;LucasArts;1.02;0.97;0;0.39;2.38
661;WCW/nWo Revenge;N64;1998;Fighting;THQ;1.94;0.39;0.03;0.02;2.38
662;Bloodborne;PS4;2015;Action;Sony Computer Entertainment;1;0.76;0.26;0.36;2.38
663;NBA 2K15;PS4;2014;Sports;Take-Two Interactive;1.46;0.54;0.01;0.37;2.38
664;Madden NFL 11;PS3;2010;Sports;Electronic Arts;2.04;0.15;0;0.19;2.38
666;Madden NFL 08;X360;2007;Sports;Electronic Arts;2.18;0.01;0;0.18;2.37
667;Half-Life 2;PC;2004;Shooter;Vivendi Games;2.28;0.02;0.08;0;2.37
668;The Incredibles;PS2;2004;Action;THQ;0.96;1.08;0.04;0.3;2.37
